member_id,full_name,age,county,employment_sector,employer_name,monthly_contribution,date_joined,phone_number,gender,member_status,remarks
SACCO-0852,Zawadi Wekesa,65,Homa Bay,Manufacturing,Nairobi City County,18160,May-2021,,F,inactive,
SACCO-0916,Agnes Odongo,50 years,Mombasa,Public Service,East African Breweries,,01/2021,+254797197591,F,Inactive,
SACCO-0917,Amina Rotich,32,Samburu,Transport,Total Kenya,7740.0,2018-01,0748932004,F,ACTIVE,
SACCO-0918,Joseph Wanjiku,55,Busia,Manufacturing,Mombasa County Govt,7437,2021-05,0724967191,F,active,
SACCO-0919,NJERI Kamau,33,Taita-Taveta,Public Service,Kenya Ports Authority,,04/2015,0710341136,M,inactive,
SACCO-0920,Wafula Njenga,33,Kilifi,Manufacturing,Teachers Service Commission,6690,05/2017,+254702780717,MALE,Inactive,
SACCO-0921,Emmanuel Wekesa,60,West Pokot,ICT,Kisumu County Govt,"KES 5,740",2022-03,0795754912,Female,ACTIVE,
SACCO-0922,BARAKA Wekesa,53yrs,Homa Bay,Finance,Bamburi Cement,2761.0,2023-08,0769747067,Female,ACTIVE,
SACCO-0923,Owino Kiprotich,53,Kisumu,Manufacturing,KCB Group,18478.0,May-2020,0755353136,F,Active,
SACCO-0924,Kamau Ogutu,31,Samburu,ICT,World Vision Kenya,5675.0,Jul-2019,,MALE,Active,
SACCO-0925,Ruth Waithera,,Nakuru,Manufacturing,Kenya Railways,7.0K,May-2016,+254747050710,F,ACTIVE,Follow up
SACCO-0926,Paul Korir,52,Taita-Taveta,Agriculture,Cooperative Bank,4702,Sep-2019,0713596622,m,Active,
SACCO-0927,  Karanja Otieno,47,Elgeyo-Marakwet,Public Service,Cooperative Bank,3378.0,Jun-2019,+254769390232,MALE,ACTIVE,
SACCO-0928,John Ochieng,58yrs,Kakamega,ICT,Standard Chartered,4643,2022-12,0735850340,m,Active,
SACCO-0929,  Amina Lagat,22,Bungoma,Public Service,East African Breweries,12432,07/2017,,M,INACTIVE,
SACCO-0930,Otieno Gathoni,36,Uasin Gishu,Transport,BAT Kenya,5645,06/2022,254749944615,FEMALE,Active,
SACCO-0931,Samuel Abubakar,31yrs,Mandera,Finance,Total Kenya,21568.0,Apr-2024,+254702983015,F,INACTIVE,
SACCO-0932,MOSES Lagat,38,Kakamega,Finance,KRA,2.6K,04/2018,,m,active,
SACCO-0933,Juma Muthoni,37,Taita-Taveta,Transport,KCB Group,5220.0,07/2015,0758004568,Male,Active,
SACCO-0934,Wafula Korir,,Homa Bay,Finance,Nairobi City County,"KES 69,178",May-2018,0722131755,Female,active,
SACCO-0935,Omondi mutuku,31yrs,Tana River,Agriculture,,42.7K,Jan-2017,0723833454,F,inactive,
SACCO-0936,Catherine Rotich,32,Bomet,Agriculture,,8.3K,01/2016,254725803109,MALE,inactive,
SACCO-0937,Amina Odongo,26,Laikipia,Manufacturing,KCB Group,"KES 1,138",03/2019,+254793944722,Male,Active,
SACCO-0938,Juma Sigei,52 years,Nandi,Finance,Mombasa County Govt,,2021-07,254731557954,f,ACTIVE,
SACCO-0939,  Mercy Wekesa,25yrs,Nyeri,Manufacturing,,,2017-03,254737913187,m,active,
SACCO-0940,Grace muthoni,64yrs,Samburu,Trade,Kenya Pipeline Company,16717.0,Nov-2022,0721009229,F,Active,
SACCO-0941,Owino Lagat,64,Mandera,ICT,Kenya Airways,,2020-12,+254756686642,FEMALE,ACTIVE,
SACCO-0942,Mutua Kariuki,38,Tana River,Trade,Kenya Railways,53699,04/2017,,MALE,ACTIVE,
SACCO-0943,Wanjiku Otieno,61,Nairobi,Agriculture,BAT Kenya,2625.0,Apr-2023,+254744629799,f,ACTIVE,
SACCO-0944,Juma Bett,61,Nyamira,ICT,Equity Bank,,Sep-2024,0761261852,F,Inactive,
SACCO-0945,Mwangi Njoroge,,Baringo,Finance,KRA,,04/2024,,f,inactive,
SACCO-0946,  Peter Gathoni,36,Busia,Manufacturing,,24748,2015-02,+254736726628,MALE,INACTIVE,Follow up
SACCO-0947,Moses Kiptoo,60yrs,Tana River,Finance,Nairobi City County,,2023-05,,F,ACTIVE,
SACCO-0948,ESTHER Ogutu,43yrs,Taita-Taveta,Agriculture,Safaricom PLC,5121,03/2019,0790168928,M,Inactive,
SACCO-0949,Zawadi Kimani,56yrs,Tharaka-Nithi,Agriculture,KCB Group,23.0K,2016-01,254708855990,f,INACTIVE,
SACCO-0950,Wafula Njenga,56,Nyeri,Public Service,PWC Kenya,68623.0,2016-06,0747411092,f,active,
SACCO-0951,Kamau Kamau,27,Uasin Gishu,Manufacturing,Kenya Airways,5478,04/2023,0784767925,F,Inactive,
SACCO-0952,Omondi Kiptoo,35,Elgeyo-Marakwet,Transport,BAT Kenya,,Dec-2016,,f,active,
SACCO-0953,Mohamed Otieno,24,Nairobi,Finance,Cooperative Bank,5622,Nov-2020,,f,Active,
SACCO-0954,Paul Kiprotich,30,Turkana,Finance,AMREF,43030.0,2016-10,0785641687,F,inactive,
SACCO-0955,Omondi Ochieng,30yrs,Siaya,Manufacturing,Kisumu County Govt,,2021-02,0748826428,F,Active,
SACCO-0956,Fatuma Abubakar,30,Baringo,Finance,NSSF Kenya,3297,2016-02,0744799885,M,active,
SACCO-0979,NJERI Nyambura,57 years,Machakos,ICT,Kenya Red Cross,"KES 13,870",12/2024,+254774137409,M,Inactive,
SACCO-0958,Hassan Bett,39 years,Kisii,Agriculture,Safaricom PLC,56.5K,Jan-2024,0764018781,f,Inactive,
SACCO-0959,Kiptoo Odongo,37,Uasin Gishu,Manufacturing,Deloitte Kenya,3.8K,2016-11,0763124701,m,Active,
SACCO-0960,Agnes Kiprotich,65yrs,Nyandarua,Finance,Teachers Service Commission,62673.0,08/2018,+254707968729,Female,Inactive,
SACCO-0961,Fatuma rotich,48,Laikipia,Trade,KRA,48333.0,12/2016,,M,Active,
SACCO-0962,Samuel Gathoni,63yrs,Makueni,Manufacturing,Kenya Railways,,2018-04,0798147047,F,INACTIVE,
SACCO-0963,WAFULA Odongo,29,Nairobi,Public Service,Safaricom PLC,2406,Mar-2022,254786968167,f,Inactive,
SACCO-0964,Florence Kiprotich,34,Kakamega,Manufacturing,Standard Chartered,"KES 3,586",08/2018,+254736761893,F,Inactive,
SACCO-0965,Achieng Mutua,48,Laikipia,Manufacturing,Mombasa County Govt,5811,01/2021,0771080683,Male,Inactive,
SACCO-0966,Ndegwa Wanjiku,46,Taita-Taveta,Manufacturing,Kenya Breweries,6.2K,04/2015,0751617675,FEMALE,active,
SACCO-0967,Wafula Gathoni,28,Makueni,Finance,Teachers Service Commission,67772,Jan-2021,0714377289,F,inactive,
SACCO-0968,Florence Onyango,55,Tharaka-Nithi,Public Service,Total Kenya,18267,2015-06,,F,active,
SACCO-0969,Moses Korir,39yrs,Tharaka-Nithi,Public Service,PWC Kenya,1.2K,10/2024,0712896972,Female,inactive,
SACCO-0970,Abdi Rotich,43,Vihiga,Finance,,,2016-10,+254731045155,M,active,
SACCO-0971,Samuel mutuku,57,Kisii,Manufacturing,AMREF,2476,Feb-2020,,F,INACTIVE,
SACCO-0972,Faith Bett,37yrs,Machakos,ICT,Kisumu County Govt,14.2K,12/2023,0732374658,m,active,
SACCO-0973,CATHERINE Mutua,35 years,Bomet,Agriculture,,"KES 24,509",Oct-2018,+254757325158,MALE,ACTIVE,
SACCO-0974,Kiptoo Kariuki,58,Nyandarua,Manufacturing,KEBS,,Dec-2018,0724077528,M,Active,
SACCO-0975,Florence Waithera,29 years,Nyamira,Manufacturing,,5132.0,11/2019,0792330674,MALE,active,
SACCO-0976,Zawadi Ochieng,48,Uasin Gishu,Manufacturing,KCB Group,6788,Jul-2016,0722305534,Male,active,
SACCO-0977,Peter Bett,43,Uasin Gishu,ICT,Nation Media Group,"KES 11,596",2024-04,0757027276,f,Inactive,
SACCO-0978,Paul Ogutu,23,Laikipia,Public Service,World Vision Kenya,"KES 3,783",Oct-2016,0793216577,M,ACTIVE,
SACCO-0979,Wafula Onyango,59 years,Kisii,Agriculture,Total Kenya,6668,Mar-2018,+254706812646,Female,inactive,
SACCO-0980,Rose Mutuku,38,Turkana,Manufacturing,NHIF,2103,2021-08,0727554949,f,ACTIVE,
SACCO-0981,Rotich Kamau,62yrs,Narok,Public Service,KEBS,,Jan-2020,254701547478,m,ACTIVE,
SACCO-0982,Moses kariuki,62yrs,Machakos,Transport,Nairobi City County,"KES 41,616",2016-08,+254772347561,M,active,
SACCO-0983,Kamau mutua,46yrs,Garissa,Transport,Mombasa County Govt,61371.0,Mar-2019,+254719856655,Female,active,
SACCO-0984,Mwangi Wekesa,54yrs,Kisumu,Trade,Standard Chartered,"KES 4,706",07/2023,+254705925231,M,Active,
SACCO-0985,Halima Otieno,55,Kakamega,Public Service,Standard Chartered,"KES 1,993",Jul-2018,+254736159501,FEMALE,Inactive,
SACCO-0986,Hassan Cheruiyot,24yrs,Kisumu,Transport,,6677,04/2018,+254782437710,Female,inactive,Verified
SACCO-0987,Joseph Njenga,55,Kiambu,Agriculture,Kisumu County Govt,5.2K,Jul-2016,0770944243,Male,active,
SACCO-0988,Beatrice Mutua,33yrs,Taita-Taveta,Public Service,Kenya Ports Authority,4.5K,Apr-2023,+254725190520,M,Active,
SACCO-0989,Mwangi Wekesa,40 years,Isiolo,Finance,,7391.0,Jul-2019,0702779565,F,ACTIVE,Verified
SACCO-0990,Moses Sigei,41,Kirinyaga,Agriculture,Kenya Breweries,7.2K,2021-05,0784776255,F,ACTIVE,
SACCO-0991,Otieno Kipchoge,65,Marsabit,Transport,KEBS,,Nov-2015,0750636474,f,inactive,
SACCO-0992,  Mary Kiprotich,36 years,Trans-Nzoia,Manufacturing,Bamburi Cement,2972.0,2023-03,0736968017,FEMALE,active,Verified
SACCO-0993,  Achieng Mwangi,65yrs,Laikipia,Manufacturing,Nairobi City County,52.2K,Jun-2018,0770627050,F,ACTIVE,
SACCO-0994,Odhiambo kiptoo,28 years,Kwale,Finance,Kenya Breweries,6137.0,Sep-2016,0726658175,M,ACTIVE,
SACCO-0995,Chebet Lagat,24,Kisumu,Transport,,3.2K,09/2024,,M,INACTIVE,
SACCO-0996,Rose Mutua,22,Kericho,ICT,Kenya Power,46.8K,Oct-2015,0755703402,M,active,
SACCO-0997,Adhiambo Wanjiku,53,Laikipia,ICT,Nation Media Group,40679,2021-01,0791284262,F,inactive,
SACCO-0998,Achieng Mutuku,29,Tharaka-Nithi,ICT,East African Breweries,2261,May-2023,+254753284724,F,Active,
SACCO-0999,Salome Ogutu,35yrs,Garissa,Manufacturing,KCB Group,4014,Jun-2019,0710300489,MALE,ACTIVE,
SACCO-1000,Fatuma Wekesa,24,Tharaka-Nithi,Agriculture,,35.2K,2018-08,+254757535049,f,Active,
